                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                 1.0525,                0.95987,                 1.3838,                0.87234,                0.75574,                0.84314,                0.55516,                 1.1658,                 0.9024,                 1.4674,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0379,                0.94943,                 1.3747,                0.87452,                0.75489,                0.84373,                0.55595,                 1.1642,                0.89948,                 1.4647,               0.006337,               0.006337,               0.006337
                     77,                 1.0504,                0.95337,                 1.3818,                0.87389,                0.75983,                0.84579,                0.55735,                 1.1584,                0.89824,                 1.4594,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.0374,                0.94452,                 1.3722,                0.87105,                0.76086,                0.84407,                0.55865,                 1.1549,                0.89822,                 1.4561,               0.006238,               0.006238,               0.006238
                     79,                 1.0383,                0.94482,                 1.3718,                0.87015,                0.76532,                0.84506,                 0.5608,                 1.1527,                0.89438,                 1.4556,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0292,                 0.9331,                 1.3618,                0.85613,                0.77669,                0.84539,                0.56252,                 1.1493,                0.88978,                  1.453,               0.006139,               0.006139,               0.006139
                     81,                 1.0312,                 0.9346,                 1.3651,                0.85977,                0.77379,                0.84559,                0.56375,                 1.1452,                  0.885,                 1.4502,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.0216,                 0.9189,                 1.3511,                 0.8625,                 0.7745,                0.84726,                0.56621,                 1.1441,                0.88371,                 1.4481,                0.00604,                0.00604,                0.00604
                     83,                 1.0211,                0.93087,                 1.3566,                0.85827,                0.77959,                0.84694,                0.56712,                 1.1403,                0.88264,                 1.4453,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0136,                0.91558,                 1.3489,                0.86204,                0.77987,                 0.8482,                0.56934,                  1.137,                0.88008,                 1.4426,               0.005941,               0.005941,               0.005941
                     85,                 1.0168,                0.91488,                 1.3473,                0.86396,                0.77984,                0.84836,                0.57006,                 1.1337,                 0.8773,                 1.4393,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0012,                0.89646,                 1.3322,                 0.8673,                0.78072,                0.84858,                0.57215,                 1.1303,                0.87599,                 1.4359,               0.005842,               0.005842,               0.005842
                     87,                0.99955,                 0.8959,                 1.3333,                0.86791,                0.77736,                0.84948,                0.57307,                 1.1282,                0.87369,                  1.434,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0091,                0.90791,                 1.3377,                0.86864,                0.77736,                0.85072,                0.57446,                 1.1256,                 0.8716,                 1.4313,               0.005743,               0.005743,               0.005743
                     89,                 1.0032,                0.90004,                 1.3404,                0.86929,                 0.7758,                0.85036,                 0.5753,                 1.1224,                 0.8709,                 1.4289,              0.0056935,              0.0056935,              0.0056935
                     90,                0.99787,                0.89428,                 1.3349,                 0.8673,                0.77713,                0.84988,                0.57608,                 1.1204,                0.86915,                 1.4282,               0.005644,               0.005644,               0.005644
                     91,                 1.0006,                0.89764,                 1.3349,                0.86803,                 0.7778,                0.85056,                0.57703,                 1.1185,                0.86646,                 1.4263,              0.0055945,              0.0055945,              0.0055945
                     92,                0.99655,                0.89093,                 1.3329,                0.86971,                 0.7778,                0.85141,                0.57826,                 1.1169,                0.86496,                  1.425,               0.005545,               0.005545,               0.005545
                     93,                0.98766,                0.87678,                 1.3223,                0.86506,                0.78295,                0.85114,                0.57939,                 1.1152,                0.86317,                 1.4235,              0.0054955,              0.0054955,              0.0054955
                     94,                0.98568,                0.86795,                 1.3187,                0.86376,                0.78449,                0.85185,                 0.5802,                 1.1136,                0.86127,                 1.4211,               0.005446,               0.005446,               0.005446
                     95,                0.98341,                0.86499,                 1.3165,                0.86387,                0.78495,                0.85222,                0.58056,                 1.1123,                0.85977,                 1.4202,              0.0053965,              0.0053965,              0.0053965
                     96,                0.97778,                0.87106,                 1.3128,                0.86745,                0.78315,                0.85271,                0.58216,                 1.1114,                0.85771,                 1.4204,               0.005347,               0.005347,               0.005347
                     97,                0.97294,                0.87779,                 1.3167,                 0.8658,                 0.7865,                0.85338,                0.58271,                 1.1106,                0.85639,                 1.4191,              0.0052975,              0.0052975,              0.0052975
                     98,                0.96975,                0.86002,                 1.3033,                0.86674,                0.78716,                0.85325,                 0.5834,                 1.1099,                0.85437,                 1.4192,               0.005248,               0.005248,               0.005248
                     99,                0.97639,                0.86265,                 1.3122,                0.87036,                0.78493,                0.85338,                0.58401,                 1.1092,                0.85442,                 1.4179,              0.0051985,              0.0051985,              0.0051985
                    100,                0.96698,                0.85316,                 1.2972,                  0.872,                0.78382,                0.85369,                0.58446,                 1.1076,                0.85308,                 1.4168,               0.005149,               0.005149,               0.005149
                    101,                0.95967,                0.84559,                 1.2967,                0.87097,                0.78449,                0.85369,                0.58522,                 1.1066,                0.85136,                  1.416,              0.0050995,              0.0050995,              0.0050995
                    102,                0.96065,                0.84607,                 1.2913,                 0.8733,                0.78404,                0.85424,                0.58642,                 1.1047,                0.85075,                  1.414,                0.00505,                0.00505,                0.00505
                    103,                0.95768,                0.85152,                 1.2947,                0.87295,                0.78471,                0.85429,                0.58726,                 1.1038,                0.84938,                 1.4143,              0.0050005,              0.0050005,              0.0050005
                    104,                0.96169,                0.84032,                 1.2942,                 0.8739,                0.78459,                0.85455,                 0.5886,                 1.1017,                0.84887,                 1.4118,               0.004951,               0.004951,               0.004951
                    105,                0.95198,                 0.8331,                 1.2859,                0.87495,                0.78436,                0.85424,                0.58958,                 1.1005,                 0.8479,                 1.4109,              0.0049015,              0.0049015,              0.0049015
                    106,                0.94477,                0.83261,                 1.2821,                0.87406,                0.78538,                0.85482,                0.59058,                 1.0997,                0.84807,                   1.41,               0.004852,               0.004852,               0.004852
                    107,                0.94628,                0.83276,                 1.2823,                0.87198,                 0.7856,                0.85508,                0.59109,                 1.0993,                0.84764,                 1.4097,              0.0048025,              0.0048025,              0.0048025
                    108,                0.93665,                0.82013,                 1.2733,                0.87217,                0.78459,                0.85492,                0.59138,                 1.0978,                0.84663,                 1.4085,               0.004753,               0.004753,               0.004753
                    109,                0.93911,                0.82135,                 1.2756,                0.87137,                0.78504,                0.85526,                0.59248,                 1.0964,                0.84568,                 1.4076,              0.0047035,              0.0047035,              0.0047035
                    110,                0.94066,                0.82207,                 1.2838,                0.87041,                0.78735,                0.85549,                0.59258,                 1.0958,                0.84436,                 1.4066,               0.004654,               0.004654,               0.004654
                    111,                0.93803,                0.81879,                 1.2757,                0.87135,                0.78739,                 0.8555,                0.59319,                 1.0947,                0.84347,                  1.406,              0.0046045,              0.0046045,              0.0046045
                    112,                0.93422,                0.82521,                 1.2775,                0.87099,                0.78672,                 0.8556,                 0.5938,                 1.0938,                0.84221,                  1.405,               0.004555,               0.004555,               0.004555
                    113,                0.93146,                0.80877,                 1.2656,                0.87144,                0.78649,                0.85591,                 0.5943,                 1.0934,                 0.8418,                 1.4045,              0.0045055,              0.0045055,              0.0045055
                    114,                0.91308,                0.80199,                 1.2586,                0.87345,                0.78694,                0.85652,                0.59426,                 1.0925,                 0.8409,                 1.4038,               0.004456,               0.004456,               0.004456
                    115,                0.92632,                0.79994,                 1.2634,                0.87502,                0.78639,                0.85708,                0.59522,                 1.0922,                0.83991,                 1.4036,              0.0044065,              0.0044065,              0.0044065
                    116,                0.91751,                0.80073,                 1.2607,                0.87517,                0.78751,                0.85683,                0.59564,                 1.0913,                0.83901,                 1.4031,               0.004357,               0.004357,               0.004357
                    117,                0.91721,                0.78984,                 1.2559,                0.87335,                0.78783,                0.85683,                0.59621,                 1.0908,                0.83804,                 1.4027,              0.0043075,              0.0043075,              0.0043075
                    118,                0.91383,                0.78926,                 1.2532,                0.87441,                0.78761,                0.85638,                0.59676,                 1.0894,                0.83738,                 1.4013,               0.004258,               0.004258,               0.004258
                    119,                  0.919,                 0.7918,                 1.2592,                0.86987,                0.78961,                0.85657,                0.59738,                 1.0884,                0.83674,                 1.4002,              0.0042085,              0.0042085,              0.0042085
                    120,                0.91068,                0.78718,                 1.2522,                0.86608,                0.79318,                0.85684,                0.59831,                 1.0877,                0.83586,                 1.3994,               0.004159,               0.004159,               0.004159
                    121,                0.90666,                0.78544,                 1.2466,                0.87392,                0.78937,                0.85754,                0.59883,                 1.0867,                0.83481,                 1.3982,              0.0041095,              0.0041095,              0.0041095
                    122,                0.90287,                0.78271,                 1.2445,                0.87266,                0.78961,                0.85744,                0.59934,                 1.0862,                0.83395,                 1.3977,                0.00406,                0.00406,                0.00406
                    123,                0.89422,                0.77806,                 1.2399,                0.86913,                0.79188,                0.85744,                0.59932,                 1.0853,                0.83351,                 1.3966,              0.0040105,              0.0040105,              0.0040105
                    124,                0.89865,                0.77059,                 1.2416,                0.87198,                0.79095,                0.85747,                0.59971,                 1.0848,                0.83273,                 1.3959,               0.003961,               0.003961,               0.003961
                    125,                0.88941,                0.76397,                 1.2304,                0.87099,                0.79162,                  0.857,                0.59986,                 1.0839,                0.83184,                 1.3954,              0.0039115,              0.0039115,              0.0039115
                    126,                0.89177,                0.76402,                 1.2341,                0.87249,                0.79162,                0.85794,                0.60053,                  1.083,                0.83122,                 1.3939,               0.003862,               0.003862,               0.003862
                    127,                 0.8879,                 0.7673,                 1.2341,                0.87046,                0.79251,                0.85796,                0.60102,                 1.0825,                0.82994,                 1.3941,              0.0038125,              0.0038125,              0.0038125
                    128,                0.88568,                0.76219,                 1.2311,                0.87008,                0.79117,                0.85732,                0.60125,                 1.0811,                0.82944,                 1.3924,               0.003763,               0.003763,               0.003763
                    129,                0.88348,                0.75895,                 1.2307,                0.87072,                0.79117,                0.85742,                0.60177,                 1.0814,                0.82844,                 1.3931,              0.0037135,              0.0037135,              0.0037135
                    130,                0.87875,                0.76011,                 1.2299,                 0.8712,                0.79162,                0.85821,                0.60235,                 1.0805,                0.82854,                 1.3919,               0.003664,               0.003664,               0.003664
                    131,                0.88338,                0.75933,                 1.2261,                0.87178,                0.79117,                0.85792,                0.60236,                   1.08,                0.82764,                 1.3914,              0.0036145,              0.0036145,              0.0036145
                    132,                0.87406,                0.74804,                 1.2226,                0.87298,                0.79051,                0.85859,                0.60307,                 1.0787,                 0.8268,                 1.3902,               0.003565,               0.003565,               0.003565
                    133,                0.87163,                0.74477,                 1.2165,                0.87316,                0.79095,                0.85869,                0.60371,                 1.0783,                0.82643,                 1.3895,              0.0035155,              0.0035155,              0.0035155
                    134,                0.86964,                 0.7444,                 1.2176,                0.87363,                0.79197,                0.85878,                0.60438,                 1.0775,                0.82597,                 1.3889,               0.003466,               0.003466,               0.003466
                    135,                0.86628,                0.74472,                 1.2139,                 0.8752,                0.79095,                0.85893,                0.60474,                 1.0769,                0.82497,                 1.3879,              0.0034165,              0.0034165,              0.0034165
                    136,                0.86169,                0.73332,                 1.2078,                0.87502,                0.79117,                0.85879,                0.60509,                 1.0761,                0.82441,                 1.3873,               0.003367,               0.003367,               0.003367
                    137,                0.86199,                 0.7342,                 1.2106,                0.87466,                0.79163,                0.85886,                0.60536,                 1.0752,                0.82362,                 1.3861,              0.0033175,              0.0033175,              0.0033175
                    138,                0.85128,                0.72852,                 1.2033,                0.87492,                0.79207,                0.85898,                 0.6058,                 1.0746,                 0.8227,                 1.3854,               0.003268,               0.003268,               0.003268
                    139,                 0.8526,                0.72671,                 1.2033,                 0.8747,                0.79207,                0.85954,                0.60623,                 1.0744,                0.82197,                 1.3854,              0.0032185,              0.0032185,              0.0032185
                    140,                0.84863,                0.71709,                 1.1988,                0.87567,                0.79117,                0.85931,                0.60661,                 1.0738,                0.82094,                 1.3848,               0.003169,               0.003169,               0.003169
                    141,                 0.8447,                0.71751,                 1.2007,                0.87449,                0.79385,                0.86012,                0.60714,                 1.0733,                0.82023,                  1.384,              0.0031195,              0.0031195,              0.0031195
                    142,                0.85457,                0.72351,                  1.202,                0.87463,                0.79229,                 0.8602,                0.60802,                  1.073,                0.81896,                 1.3838,                0.00307,                0.00307,                0.00307
                    143,                0.83921,                0.71899,                 1.1964,                0.87442,                0.79298,                0.85988,                 0.6081,                 1.0725,                0.81885,                 1.3833,              0.0030205,              0.0030205,              0.0030205
                    144,                0.83967,                0.71834,                 1.1933,                0.87636,                 0.7934,                0.86026,                0.60847,                 1.0719,                0.81757,                 1.3828,               0.002971,               0.002971,               0.002971
                    145,                0.83832,                0.71008,                 1.1908,                0.87606,                0.79452,                0.86063,                0.60862,                 1.0713,                0.81722,                 1.3822,              0.0029215,              0.0029215,              0.0029215
                    146,                0.82769,                0.69989,                 1.1848,                0.87594,                0.79466,                0.86065,                  0.609,                 1.0708,                0.81643,                 1.3818,               0.002872,               0.002872,               0.002872
                    147,                0.83913,                0.70555,                 1.1916,                0.87823,                0.79402,                 0.8605,                0.60912,                 1.0706,                0.81609,                 1.3814,              0.0028225,              0.0028225,              0.0028225
                    148,                0.82963,                0.70338,                 1.1863,                0.87616,                0.79467,                0.86018,                0.60941,                 1.0698,                0.81566,                 1.3802,               0.002773,               0.002773,               0.002773
                    149,                0.82434,                0.69815,                 1.1824,                0.87794,                0.79429,                0.86042,                0.60984,                 1.0693,                0.81513,                 1.3797,              0.0027235,              0.0027235,              0.0027235
                    150,                0.82282,                0.69207,                 1.1791,                0.87875,                0.79407,                0.86047,                0.60972,                  1.069,                0.81498,                 1.3796,               0.002674,               0.002674,               0.002674
                    151,                0.82107,                0.68884,                 1.1751,                0.87835,                0.79489,                0.86069,                0.61017,                 1.0687,                0.81431,                 1.3794,              0.0026245,              0.0026245,              0.0026245
